"","driverId","constructorId","grid","position","laps","milliseconds","rank","maxSpeed"
"21913",17,9,10,4,70,6167489,1,187.603
"21914",4,6,5,5,70,6180856,8,184.692
"21915",154,208,3,6,70,6201740,7,184.834
"21916",18,1,13,7,70,6203264,11,182.975
"21917",13,6,7,8,70,6205892,5,185.164
"21932",20,9,2,1,44,5022196,1,227.657
"21933",4,6,9,2,44,5039065,4,226.375
"21934",1,131,1,3,44,5049930,7,225.943
"21935",3,131,4,4,44,5052068,6,225.971
"21936",17,9,3,5,44,5056041,5,226.347
"21937",18,1,6,6,44,5062990,2,227.519
"21938",13,6,10,7,44,5076118,9,224.763
"21939",154,208,7,8,44,5078042,11,224.133
"21940",16,10,12,9,44,5091743,10,224.675
"21941",817,5,19,10,44,5095666,3,227.224
"21942",815,1,13,11,44,5104132,16,222.208
"21943",818,5,18,12,44,5108936,14,223.008
"21944",807,15,11,13,44,5110454,15,222.919
"21945",821,15,21,14,44,5122632,8,225.432
"21946",822,3,20,15,44,5129652,13,223.754
"21954",20,9,1,1,53,4713352,12,239.187
"21955",4,6,5,2,53,4718819,5,240.27
"21956",17,9,2,3,53,4719702,3,240.567
"21957",13,6,4,4,53,4722713,10,239.448
"21958",807,15,3,5,53,4723707,4,240.495
"21959",3,131,6,6,53,4724351,2,241.095
"21960",817,5,7,7,53,4745681,13,238.903
"21961",154,208,13,8,53,4746482,8,239.591
"21962",1,131,12,9,53,4746879,1,242.924
"21963",18,1,9,10,53,4751679,16,237.445
"21964",8,208,11,11,53,4752047,6,239.853
"21965",815,1,8,12,53,4753117,15,238.049
"21966",821,15,16,13,53,4754232,9,239.457
"21967",813,3,14,14,53,4762437,7,239.762
"21968",822,3,18,15,53,4770179,11,239.253
"21976",20,9,1,1,61,7153132,1,167.94
"21977",4,6,7,2,61,7185759,11,164.149
"21978",8,208,13,3,61,7197052,13,164.063
"21979",3,131,2,4,61,7204287,6,165.233
"21980",1,131,5,5,61,7206291,4,165.89
"21981",13,6,6,6,61,7217009,7,165
"21982",18,1,8,7,61,7236486,15,163.182
"21983",815,1,14,8,61,7236952,16,162.911
"21984",807,15,11,9,61,7237393,18,162.533
"21985",16,10,15,10,61,7237800,2,166.283
"21986",813,3,18,11,61,7241611,8,164.703
"21987",821,15,10,12,61,7251026,17,162.793
"21988",822,3,16,13,61,7258293,14,163.232
"21989",818,5,12,14,61,7266644,5,165.27
"21998",20,9,1,1,55,6193701,1,199.388
"21999",8,208,9,2,55,6197925,3,198.225
"22000",154,208,3,3,55,6198628,2,198.3
"22001",807,15,7,4,55,6217815,6,197.002
"22002",1,131,2,5,55,6218956,5,197.134
"22003",4,6,5,6,55,6219890,7,196.808
"22004",3,131,4,7,55,6220399,4,197.265
"22005",18,1,11,8,55,6225963,12,196.113
"22006",13,6,6,9,55,6228091,10,196.34
"22007",815,1,10,10,55,6228856,11,196.303
"22008",821,15,8,11,55,6229691,8,196.741
"22009",822,3,17,12,55,6240750,14,194.61
"22010",813,3,18,13,55,6243714,17,194.111
"22011",819,207,19,14,55,6257279,19,193.477
"22012",823,207,20,15,55,6258202,18,193.667
"22013",824,206,22,16,55,6261671,20,192.53
"22014",820,206,21,17,55,6266599,21,191.769
"22020",20,9,2,1,53,5209301,4,219.322
"22021",17,9,1,2,53,5216430,1,221.015
"22022",154,208,4,3,53,5219211,10,217.782
"22023",4,6,8,4,53,5254906,8,218.041
"22024",8,208,9,5,53,5256626,5,218.865
"22025",807,15,7,6,53,5260916,11,216.674
"22026",821,15,14,7,53,5280931,12,216.636
"22027",3,131,6,8,53,5281324,2,220.868
"22028",18,1,10,9,53,5290122,6,218.79
"22029",13,6,5,10,53,5298564,13,215.515
"22030",814,10,12,11,53,5307873,15,214.617
"22042",20,9,1,1,60,5472187,2,209.383
"22043",3,131,2,2,60,5502010,9,207.732
"22044",154,208,17,3,60,5512079,7,207.779
"22045",13,6,5,4,60,5513879,11,207.569
"22046",815,1,9,5,60,5516016,4,208.467
"22047",1,131,3,6,60,5524662,15,207.182
"22048",8,208,6,7,60,5540175,1,210.426
"22049",814,10,12,8,60,5545055,17,206.606
"22050",16,10,13,9,60,5546921,3,208.665
"22051",817,5,11,10,60,5548424,10,207.697
"22052",4,6,8,11,60,5550484,6,207.983
"22053",813,3,18,12,60,5551138,14,207.275
"22064",20,9,2,1,55,5886106,2,192.451
"22065",17,9,1,2,55,5916935,5,191.583
"22066",3,131,3,3,55,5919756,6,191.41
"22067",154,208,6,4,55,5920908,3,191.699
"22068",4,6,10,5,55,5953287,1,193.305
"22069",814,10,11,6,55,5964280,14,189.007
"22070",1,131,4,7,55,5965373,10,189.586
"22071",13,6,7,8,55,5968992,9,189.615
"22072",815,1,8,9,55,5977304,8,189.637
"22073",16,10,17,10,55,5979363,13,189.324
"22074",813,3,14,11,55,5982095,11,189.466
"22075",18,1,12,12,55,5989873,17,188.03
"22076",821,15,16,13,55,5990401,15,188.672
"22086",20,9,1,1,56,5957148,1,198.754
"22087",154,208,3,2,56,5963432,2,197.588
"22088",17,9,2,3,56,5965544,4,197.301
"22089",1,131,5,4,56,5984506,5,196.857
"22090",4,6,6,5,56,5986740,10,196.141
"22091",807,15,4,6,56,5987548,6,196.596
"22092",815,1,7,7,56,6003840,15,194.901
"22093",822,3,9,8,56,6011657,3,197.496
"22094",3,131,12,9,56,6016289,8,196.244
"22095",18,1,15,10,56,6034426,12,195.95
"22096",817,5,10,11,56,6038152,16,194.349
"22097",818,5,14,12,56,6041722,13,195.882
"22098",13,6,13,13,56,6044062,11,196.097
"22099",821,15,20,14,56,6048855,14,195.725
"22100",5,208,8,15,56,6052211,7,196.448
"22101",814,10,11,16,56,6054001,9,196.215
"22108",20,9,1,1,71,5556300,3,205.125
"22109",17,9,4,2,71,5566752,1,205.636
"22110",4,6,3,3,71,5575213,2,205.473
"22111",18,1,14,4,71,5593660,7,202.909
"22112",3,131,2,5,71,5595348,6,202.93
"22113",815,1,19,6,71,5600351,5,203.451
"22114",13,6,9,7,71,5605410,8,202.856
"22115",807,15,10,8,71,5620552,12,201.979
"22116",1,131,5,9,71,5629203,10,202.268
"22130",3,131,3,1,57,5578710,1,206.436
"22131",825,1,4,2,57,5605487,6,205.131
"22132",18,1,10,3,57,5608737,5,205.46
"22133",4,6,5,4,57,5613994,7,204.867
"22134",822,3,15,5,57,5626349,3,206.128
"22135",807,10,7,6,57,5629428,2,206.235
"22136",8,6,11,7,57,5636385,8,204.814
"22137",818,5,6,8,57,5639151,10,203.763
"22138",826,5,8,9,57,5642295,11,203.387
"22139",815,10,16,10,57,5664626,4,206.088
"22152",1,131,1,1,56,6025974,1,193.611
"22153",3,131,3,2,56,6043287,2,191.946
"22154",20,9,2,3,56,6050508,4,191.341
"22155",4,6,4,4,56,6061966,3,191.569
"22156",807,10,7,5,56,6073173,10,188.284
"22157",18,1,10,6,56,6109665,11,188.183
"22158",13,3,13,7,56,6111050,6,190.232
"22159",822,3,18,8,56,6111511,9,189.189
"22174",1,131,2,1,57,5982743,2,200.634
"22175",3,131,1,2,57,5983828,1,200.816
"22176",815,10,4,3,57,6006810,7,196.165
"22177",817,9,13,4,57,6007232,4,196.266
"22178",807,10,11,5,57,6011397,3,197.228
"22179",20,9,10,6,57,6012622,6,196.181
"22180",13,3,7,7,57,6014008,5,196.26
"22181",822,3,3,8,57,6014619,13,195.296
"22182",4,6,9,9,57,6015338,12,195.355
"22183",8,6,5,10,57,6016205,8,195.933
"22184",826,5,12,11,57,6024085,15,194.52
"22185",154,208,16,12,57,6025886,9,195.923
"22186",820,206,21,13,57,6042652,21,191.34
"22187",813,208,17,14,57,6045546,11,195.484
"22188",155,207,18,15,57,6070643,18,192.434
"22196",1,131,1,1,54,5608338,2,193.916
"22197",3,131,4,2,54,5626400,1,195.45
"22198",4,6,5,3,54,5631942,4,192.235
"22199",817,9,2,4,54,5635474,3,193.387
"22200",20,9,3,5,54,5656116,5,192.07
"22201",807,10,8,6,54,5662633,10,191.218
"22202",822,3,7,7,54,5664035,11,191.151
"22203",8,6,11,8,54,5684673,8,191.824
"22204",815,10,16,9,54,5690985,6,191.959
"22218",1,131,1,1,66,6065155,3,187.275
"22219",3,131,2,2,66,6065791,2,187.794
"22220",817,9,3,3,66,6114169,5,186.175
"22221",20,9,15,4,66,6141857,1,188.465
"22222",822,3,4,5,66,6144448,8,185.326
"22223",4,6,7,6,66,6152898,4,186.411
"22240",3,131,1,1,78,6567661,4,151.388
"22241",1,131,2,2,78,6576871,3,151.51
"22242",817,9,3,3,78,6577275,2,151.718
"22243",4,6,5,4,78,6600113,5,150.814
"22262",817,9,6,1,70,5952830,4,199.638
"22263",3,131,1,2,70,5957066,7,199.028
"22264",20,9,3,3,70,5958077,10,198.299
"22265",18,1,9,4,70,5964585,5,199.337
"22266",807,10,11,5,70,5965673,8,198.89
"22267",4,6,7,6,70,5967699,3,199.704
"22268",822,3,4,7,70,5976408,11,197.924
"22269",818,5,8,8,70,5980856,12,197.73
"22270",825,1,12,9,70,5982084,6,199.185
"22271",8,6,10,10,70,6006508,2,199.921
"22284",3,131,3,1,71,5274976,6,214.518
"22285",1,131,9,2,71,5276908,2,215.65
"22286",822,3,2,3,71,5283148,3,214.568
"22287",13,3,1,4,71,5292334,4,214.553
"22288",4,6,4,5,71,5293529,5,214.527
"22289",815,10,15,6,71,5303522,1,215.874
"22290",825,1,6,7,71,5307007,7,214.081
"22291",817,9,5,8,71,5318498,10,213.161
"22292",807,10,10,9,71,5319113,11,212.882
"22293",8,6,8,10,71,5322753,9,213.676
"22294",18,1,11,11,71,5325942,8,213.752
"22306",1,131,6,1,52,8812094,1,218.239
"22307",822,3,14,2,52,8842229,4,215.822
"22308",817,9,8,3,52,8858589,7,215.395
"22309",18,1,3,4,52,8859484,5,215.778
"22310",20,9,2,5,52,8865958,2,217.556
"22311",4,6,16,6,52,8872040,8,215.115
"22312",825,1,5,7,52,8874657,10,214.919
"22313",807,10,4,8,52,8900786,9,215.032
"22314",826,5,9,9,52,8901434,6,215.509
"22328",3,131,1,1,67,5622914,6,202.543
"22329",822,3,2,2,67,5643703,9,202.056
"22330",1,131,20,3,67,5645444,1,206.066
"22331",20,9,6,4,67,5666928,10,201.93
"22332",4,6,7,5,67,5675381,3,204.429
"22333",817,9,5,6,67,5675463,5,203.676
"22334",807,10,9,7,67,5687092,13,200.57
"22335",18,1,11,8,67,5707625,8,202.424
"22350",817,9,4,1,70,6785058,2,182.103
"22351",4,6,5,2,70,6790283,5,180.413
"22352",1,131,22,3,70,6790915,4,180.494
"22353",3,131,1,4,70,6791419,1,183.981
"22354",13,3,6,5,70,6814899,7,178.757
"22355",8,6,16,6,70,6816549,6,179.257
"22356",20,9,2,7,70,6826022,9,177.716
"22357",822,3,3,8,70,6826402,3,181.595
"22358",818,5,8,9,70,6843585,11,176.97
"22359",18,1,7,10,70,6852338,13,176.898
"22360",16,15,11,11,70,6853227,8,177.8
"22361",825,1,21,12,70,6863523,10,177.442
"22362",813,208,20,13,70,6869082,12,176.954
"22373",817,9,5,1,44,5076556,6,223.187
"22374",3,131,1,2,44,5079939,1,228.161
"22375",822,3,6,3,44,5104588,4,223.698
"22376",8,6,8,4,44,5113371,13,221.004
"22377",20,9,3,5,44,5128752,5,223.229
"22378",18,1,10,6,44,5131136,8,222.186
"22379",4,6,4,7,44,5137718,11,221.413
"22380",815,10,13,8,44,5140849,16,220.151
"22381",826,5,11,9,44,5141903,14,220.87
"22382",807,10,18,10,44,5142253,9,221.934
"22383",818,5,12,11,44,5148476,7,222.592
"22384",825,1,7,12,44,5150818,15,220.785
"22385",13,3,9,13,44,5152531,3,224.104
"22386",16,15,14,14,44,5159003,2,224.301
"22387",821,15,20,15,44,5167381,12,221.178
"22395",1,131,1,1,53,4750236,1,236.975
"22396",3,131,2,2,53,4753411,2,236.432
"22397",13,3,4,3,53,4775262,3,236.068
"22398",822,3,3,4,53,4791022,5,235.49
"22399",817,9,9,5,53,4800545,6,235.413
"22400",20,9,8,6,53,4810201,10,233.952
"22401",815,10,10,7,53,4812754,8,234.042
"22402",18,1,6,8,53,4813299,11,233.68
"22403",8,6,11,9,53,4813771,7,234.476
"22404",825,1,5,10,53,4816407,12,233.58
"22405",826,5,21,11,53,4821420,4,235.684
"22406",807,10,13,12,53,4822842,13,233.363
"22407",818,5,12,13,53,4823329,9,234.005
"22417",1,131,1,1,60,7204795,1,165.137
"22418",20,9,4,2,60,7218329,8,162.052
"22419",817,9,3,3,60,7219068,9,161.98
"22420",4,6,5,4,60,7220184,6,162.636
"22421",13,3,6,5,60,7246956,13,160.959
"22422",818,5,12,6,60,7261596,4,162.895
"22423",815,10,15,7,60,7263833,5,162.793
"22424",8,6,7,8,60,7265436,11,161.545
"22425",807,10,13,9,60,7266456,10,161.703
"22426",825,1,9,10,60,7267025,2,163.33
"22427",822,3,8,11,60,7269860,7,162.058
"22428",813,208,18,12,60,7271710,12,161.059
"22429",154,208,16,13,60,7272824,15,160.591
"22430",826,5,10,14,60,7276803,3,163.151
"22431",828,207,22,15,60,7298983,19,157.985
"22432",824,206,19,16,60,7299338,14,160.598
"22439",1,131,2,1,44,6703021,1,187.322
"22440",3,131,1,2,44,6712201,6,185.739
"22441",20,9,9,3,44,6732143,3,186.795
"22442",817,9,6,4,44,6741839,4,186.269
"22443",18,1,8,5,44,6770571,2,187.119
"22444",822,3,3,6,44,6816794,13,183.213
"22445",13,3,4,7,44,6818147,8,184.267
"22446",807,10,13,8,44,6818969,7,185.306
"22447",818,5,20,9,44,6830659,11,184.086
"22461",1,131,1,1,53,5510744,3,207.2
"22462",3,131,2,2,53,5524401,2,207.703
"22463",822,3,3,3,53,5528169,1,208.658
"22464",18,1,4,4,53,5540978,4,206.472
"22465",825,1,11,5,53,5564360,14,204.245
"22466",4,6,7,6,53,5570760,6,206.038
"22467",817,9,6,7,53,5572556,13,204.296
"22468",20,9,10,8,53,5576929,8,205.133
"22469",8,6,8,9,53,5589621,11,204.556
"22470",815,10,12,10,53,5590811,12,204.547
"22471",13,3,18,11,53,5591621,10,204.636
"22472",807,10,17,12,53,5592053,9,205.023
"22473",818,5,9,13,53,5608039,7,205.293
"22482",1,131,2,1,56,6004785,4,194.712
"22483",3,131,1,2,56,6009099,5,194.706
"22484",817,9,5,3,56,6030345,7,193.004
"22485",13,3,4,4,56,6031709,9,192.741
"22486",822,3,3,5,56,6035777,6,193.617
"22487",4,6,6,6,56,6100016,2,195.585
"22488",20,9,18,7,56,6100519,1,195.768
"22489",825,1,7,8,56,6105467,14,190.309
"22490",818,5,14,10,56,6113648,12,190.504
"22491",813,208,10,9,56,6112655,11,191.187
"22500",3,131,1,1,71,5402555,2,210.711
"22501",1,131,2,2,71,5404012,1,210.895
"22502",13,3,3,3,71,5443586,7,209.341
"22503",18,1,5,4,71,5451213,4,209.629
"22504",20,9,6,5,71,5453975,5,209.576
"22505",4,6,8,6,71,5464461,10,208.744
"22506",8,6,10,7,71,5466285,17,206.934
"22507",807,10,12,8,71,5466489,3,210.4
"22508",825,1,7,9,71,5472640,11,208.097
"22518",1,131,2,1,55,5942619,4,189.342
"22519",13,3,4,2,55,5945195,2,190.738
"22520",822,3,3,3,55,5971499,6,189.113
"22521",817,9,20,4,55,5979856,1,191.341
"22522",18,1,6,5,55,6002953,9,187.32
"22523",807,10,12,6,55,6004767,7,189.024
"22524",815,10,11,7,55,6013679,8,188.968
"22525",20,9,19,8,55,6014664,3,189.427
"22526",4,6,8,9,55,6028432,12,186.126
"22527",8,6,7,10,55,6030439,16,185.586
"22528",825,1,9,11,55,6032995,10,187.171
"22529",818,5,10,12,55,6034566,5,189.186
"22538",1,131,1,1,58,5514067,1,209.915
"22539",3,131,2,2,58,5515427,2,209.577
"22540",20,6,4,3,58,5548590,4,208.74
"22541",13,3,3,4,58,5552263,6,208.144
"22542",831,15,10,5,58,5609216,9,206.137
"22556",20,6,2,1,56,6065793,3,193.501
"22557",1,131,1,2,56,6074362,2,193.501
"22558",3,131,3,3,56,6078103,1,195.516
"22559",8,6,11,4,56,6119615,7,191.644
"22560",822,3,8,5,56,6136202,6,191.71
"22561",13,3,7,6,56,6139379,5,191.891
"22562",830,5,6,7,56,6163555,9,190.81
"22576",1,131,1,1,56,5982008,1,191.996
"22577",3,131,2,2,56,5982722,2,191.328
"22578",20,6,3,3,56,5984996,5,190.487
"22579",8,6,6,4,56,5985843,6,190.472
"22580",13,3,4,5,56,5990552,4,191.013
"22581",822,3,5,6,56,5991893,7,190.426
"22582",154,208,8,7,56,6001016,8,190.272
"22583",831,15,9,8,56,6004633,12,189.248
"22584",817,9,7,9,56,6014125,9,190.068
"22596",1,131,1,1,57,5705809,5,199.098
"22597",8,6,4,2,57,5709189,1,202.294
"22598",3,131,3,3,57,5711842,3,200.184
"22599",822,3,5,4,57,5748766,6,198.615
"22600",20,6,2,5,57,5749798,2,201.639
"22601",817,9,7,6,57,5767560,12,196.903
"22602",154,208,10,7,57,5790572,15,196.48
"22616",3,131,1,1,66,6072555,2,188.061
"22617",1,131,2,2,66,6090106,1,189.849
"22618",20,6,3,3,66,6117897,6,184.687
"22619",822,3,4,4,66,6131772,5,184.74
"22620",8,6,7,5,66,6132557,3,186.342
"22621",13,3,9,6,66,6153869,4,185.429
"22636",3,131,2,1,78,6558420,2,152.841
"22637",20,6,3,2,78,6562906,4,152.347
"22638",1,131,1,3,78,6564473,3,152.692
"22639",826,9,5,4,78,6570385,7,151.815
"22640",817,9,4,5,78,6572028,1,153.891
"22641",8,6,6,6,78,6572765,10,150.822
"22642",815,10,7,7,78,6573433,11,150.811
"22643",18,1,10,8,78,6574483,9,151.128
"22644",831,15,14,9,78,6582046,15,150.133
"22645",832,5,0,10,78,6583476,13,150.511
"22646",807,10,11,11,78,6584652,14,150.313
"22647",154,208,15,12,78,6586835,17,149.263
"22648",828,15,17,13,78,6589579,8,151.519
"22649",822,3,16,14,78,6604209,6,152.173
"22656",1,131,1,1,70,5513145,3,202.648
"22657",3,131,2,2,70,5515430,5,202.218
"22658",822,3,4,3,70,5553811,6,201.478
"22659",8,6,3,4,70,5558770,1,203.925
"22660",20,6,18,5,70,5563048,2,203.613
"22661",13,3,15,6,70,5569526,4,202.437
"22662",813,208,6,7,70,5579809,10,200.288
"22676",3,131,2,1,71,5416930,1,218.622
"22677",1,131,1,2,71,5425730,2,217.888
"22678",13,3,4,3,71,5434503,4,217.468
"22679",20,6,3,4,71,5435111,3,217.815
"22680",822,3,6,5,71,5470534,7,215.557
"22681",807,10,5,6,71,5481005,12,214.686
"22696",1,131,1,1,52,5487729,1,218.425
"22697",3,131,2,2,52,5498685,2,217.73
"22698",20,6,6,3,52,5513172,6,217.053
"22699",13,3,3,4,52,5524568,3,217.589
"22700",822,3,4,5,52,5550923,5,217.484
"22701",826,9,7,6,52,5551684,7,216.603
"22702",807,10,9,7,52,5566473,9,215.752
"22716",20,6,3,1,69,6369985,5,181.759
"22717",826,9,7,2,69,6385733,4,182.29
"22718",817,9,4,3,69,6395069,1,185.939
"22719",830,5,9,4,69,6414236,11,179.938
"22720",4,1,15,5,69,6419064,10,180.637
"22721",1,131,1,6,69,6422010,3,183.974
"22722",154,208,10,7,69,6428563,14,179.059
"22723",3,131,2,8,69,6428861,2,185.223
"22724",18,1,16,9,69,6437013,17,178.139
"22725",828,15,17,10,69,6439115,12,179.214
"22726",831,15,18,11,69,6443443,15,178.678
"22727",13,3,8,12,69,6444263,6,181.566
"22728",822,3,6,13,69,6450213,8,181.161
"22729",813,208,14,14,69,6455127,9,181.012
"22736",1,131,1,1,43,5020387,2,224.12
"22737",3,131,2,2,43,5022445,1,224.295
"22738",154,208,9,3,43,5058375,12,219.677
"22739",826,9,12,4,43,5066079,3,223.073
